SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
539506,ADCON       ,XT,Q,6.46,6.46,6.46,6.46,6.46,6.46,1,1,6.00,
539515,QUINT       ,XT,Q,616.50,616.90,604.00,608.00,608.00,604.90,66,9550,5782029.00,
539516,HDFCNIFETF  ,B ,Q,1595.00,1632.00,1590.62,1616.57,1617.44,1600.00,78,686,1109359.00,
539517,SXETF       ,B ,Q,5425.01,5499.00,5425.01,5430.00,5430.00,5487.50,4,17,92414.00,
539518,UDAYJEW     ,X ,Q,117.70,122.20,117.50,117.75,117.50,123.60,15,218,25702.00,
539519,MAYUKH      ,X ,Q,17.75,18.25,17.75,18.25,18.25,17.70,169,5376,95924.00,
539523,ALKEM       ,A ,Q,2870.00,2901.15,2861.00,2868.65,2868.65,2892.50,473,2634,7567099.00,
539524,LALPATHLAB  ,A ,Q,2434.05,2454.40,2392.80,2427.85,2441.95,2435.70,342,2209,5346691.00,
539525,NAVKETAN    ,XT,Q,0.61,0.61,0.61,0.61,0.61,0.64,15,6773,4131.00,
539526,SCTL        ,B ,Q,0.77,0.77,0.74,0.74,0.74,0.76,329,1231067,922561.00,
539527,CREATIVE    ,X ,Q,369.85,369.85,346.75,346.75,346.75,365.00,3,39,14216.00,
539528,AAYUSH      ,X ,Q,33.75,33.75,30.80,32.40,32.40,31.75,33,5003,161274.00,
539542,LUXIND      ,A ,Q,1788.00,1873.75,1769.40,1832.10,1838.85,1792.70,495,3228,5844261.00,
539544,ABHIINFRA   ,X ,Q,1.90,2.00,1.90,1.90,1.90,2.00,10,549,1049.00,
539545,APOORVA     ,X ,Q,14.36,14.36,14.36,14.36,14.36,13.69,2,2,28.00,
539546,BNL         ,X ,Q,7.02,7.02,6.70,6.70,6.70,6.70,9,2345,16204.00,
539551,NH          ,A ,Q,467.40,475.00,459.25,459.80,460.70,459.65,581,7176,3351357.00,
539561,REMLIFE     ,XT,Q,51.25,51.25,46.45,46.45,46.45,48.85,16,1389,66455.00,
539562,AARNAV      ,XT,Q,88.65,88.90,88.40,88.75,88.75,88.60,48,8648,767182.00,
539570,ACEWIN      ,M ,Q,12.10,12.10,12.10,12.10,12.10,11.55,2,19200,232320.00,
539574,SCL         ,X ,Q,5.95,5.95,5.95,5.95,5.95,6.25,2,42,249.00,
539594,MISHTANN    ,X ,Q,5.90,5.92,5.67,5.78,5.78,5.77,97,27504,160272.00,
539596,DELTA       ,X ,Q,4.89,4.89,4.89,4.89,4.89,4.80,3,200,978.00,
539597,JSLHISAR    ,A ,Q,125.15,125.55,122.65,124.05,123.90,124.80,348,29288,3656064.00,
539598,ORACLECR    ,X ,Q,8.25,8.25,8.25,8.25,8.25,8.25,1,95,783.00,
539599,KEL         ,X ,Q,13.60,13.60,13.60,13.60,13.60,13.65,3,27880,379168.00,
539620,AINFRA      ,X ,Q,24.10,24.10,22.15,22.15,22.15,24.10,3,131,2962.00,
539621,BCLENTERPR  ,XT,Q,16.65,16.65,15.35,15.35,15.35,16.15,7,73,1124.00,
539636,PRECAM      ,B ,Q,44.25,44.30,42.60,43.10,43.10,44.05,399,41251,1787829.00,
539658,TEAMLEASE   ,A ,Q,3362.05,3380.60,3145.00,3214.65,3214.65,3373.90,195,815,2648423.00,
539659,VIDLI       ,M ,Q,13.20,13.20,13.20,13.20,13.20,13.20,1,5000,66000.00,
539660,BESTAGRO    ,X ,Q,529.15,529.35,525.00,526.65,525.00,528.90,94,88047,46583610.00,
539661,ACEMEN      ,XT,Q,35.75,35.75,34.00,35.60,35.60,34.25,35,24724,872433.00,
539669,RGF         ,X ,Q,1.42,1.43,1.25,1.25,1.25,1.30,20,2032,2854.00,
539673,RCL         ,XT,Q,7.60,8.19,7.60,8.19,8.19,7.80,7,2171,16914.00,
539678,QUICKHEAL   ,A ,Q,154.35,159.60,153.75,156.55,156.55,154.45,929,41798,6562253.00,
539679,KAPILRAJ    ,X ,Q,10.00,10.00,10.00,10.00,10.00,10.10,32,80255,802550.00,
539686,KPEL        ,B ,Q,71.35,71.35,66.00,69.75,69.75,68.70,54,3718,255912.00,
539692,IFINSER     ,XT,Q,5.99,5.99,5.99,5.99,5.99,6.11,3,41,245.00,
539697,HILIKS      ,XT,Q,7.05,7.40,7.05,7.40,7.40,7.40,2,2,14.00,
539724,HYPERSOFT   ,X ,Q,5.50,5.50,5.41,5.41,5.41,5.69,2,19,104.00,
539725,GOKULAGRO   ,B ,Q,24.75,24.75,22.80,23.15,23.15,24.20,97,28486,665867.00,
539730,FREDUN      ,XT,Q,519.75,525.00,490.00,509.75,515.00,513.85,73,5186,2674775.00,
539742,SIMBHALS    ,B ,Q,7.50,7.56,6.85,7.05,6.87,7.20,214,12102,87111.00,
539767,MNIL        ,X ,Q,10.15,11.15,10.15,10.15,10.15,10.65,173,72749,748552.00,
539770,DARJEELING  ,XT,Q,4.50,4.50,4.18,4.37,4.45,4.40,33,7430,31803.00,
539784,LICNFNHGP   ,B ,Q,155.00,155.00,152.50,152.95,152.95,156.60,14,67,10271.00,
539785,PDMJEPAPER  ,B ,Q,22.00,24.00,22.00,23.40,23.40,21.70,304,47435,1094747.00,
539787,HCG         ,A ,Q,141.55,154.35,141.55,151.15,152.00,151.40,410,9733,1451426.00,
539788,KDML        ,M ,Q,41.70,41.70,41.70,41.70,41.70,52.10,1,1200,50040.00,
539798,UMIYA       ,X ,Q,7.75,7.98,7.75,7.98,7.98,8.00,5,1500,11855.00,
539799,BHARATWIRE  ,B ,Q,34.45,34.50,33.50,33.75,33.75,34.75,29,1771,60038.00,
539800,CHDCHEM     ,B ,Q,30.65,30.65,30.65,30.65,30.65,31.25,21,4860,148959.00,
539807,INFIBEAM    ,A ,Q,94.40,94.80,89.55,91.35,91.35,91.45,2471,525333,48811051.00,
539814,RADHEY      ,X ,Q,34.00,38.50,34.00,36.00,36.00,35.95,21,3822,136127.00,
539835,SUPERIOR    ,X ,Q,95.10,95.60,94.00,95.55,95.55,95.15,175,19906,1889556.00,
539837,RPEL        ,T ,Q,251.00,251.00,241.20,244.45,249.00,239.80,14,564,136448.00,
539841,LANCER      ,B ,Q,98.50,101.60,94.05,98.65,98.05,95.75,378,49307,4842270.00,
539844,EQUITAS     ,A ,Q,86.00,86.00,84.10,84.40,84.15,84.85,336,29051,2461462.00,
539854,HALDER      ,X ,Q,61.10,61.10,61.10,61.10,61.10,58.20,2,11,672.00,
539861,SKIL        ,T ,Q,3.35,3.67,3.35,3.66,3.65,3.50,32,45177,164128.00,
539871,THYROCARE   ,A ,Q,900.10,917.70,894.50,898.30,898.30,909.50,853,8359,7553115.00,
539872,BAJAJHCARE  ,B ,Q,521.95,522.00,500.00,502.80,502.80,519.95,782,18239,9259470.00,
539874,UJJIVAN     ,A ,Q,245.00,245.85,240.60,243.50,243.60,244.15,2317,159523,38870205.00,
539875,RSDFIN      ,X ,Q,50.80,50.80,50.80,50.80,50.80,50.85,2,4,203.00,
539876,CROMPTON    ,A ,Q,401.00,401.00,391.60,397.85,397.85,399.50,3348,82034,32423016.00,
539883,PILANIINVS  ,A ,Q,1899.40,1919.00,1890.00,1903.30,1919.00,1901.75,132,353,669682.00,
539884,DARSHANORNA ,B ,Q,12.10,13.60,11.45,13.60,13.60,12.37,27,2771,37125.00,
539889,PARAGMILK   ,A ,Q,107.10,109.45,107.10,108.00,108.00,108.80,686,37557,4077110.00,
539894,MADHAVIPL   ,X ,Q,5.31,5.78,5.31,5.59,5.48,5.56,21,8766,48226.00,
539910,KOCL        ,X ,Q,0.42,0.42,0.42,0.42,0.42,0.40,1,20,8.00,
539911,SNIM        ,X ,Q,22.60,22.60,22.60,22.60,22.60,22.20,69,214,4836.00,
539917,NAGARFERT   ,T ,Q,5.26,5.43,5.08,5.25,5.25,5.26,255,58890,306754.00,
539921,SEIL        ,T ,Q,135.00,135.00,135.00,135.00,135.00,135.00,3,1000,135000.00,
539938,MIL         ,XT,Q,40.00,40.00,38.00,38.00,38.00,40.00,5,1011,40428.00,
539939,YASHCHEM    ,B ,Q,41.95,41.95,41.95,41.95,41.95,41.95,1,100,4195.00,
539940,MAXVIL      ,B ,Q,53.95,54.05,52.10,52.50,52.10,54.05,97,7686,409549.00,
539945,ICICINV20   ,B ,Q,77.30,77.95,76.25,76.83,76.83,76.79,53,4167,320866.00,
539947,JLL         ,XT,Q,19.15,19.15,19.15,19.15,19.15,18.78,2,10,191.00,
539956,TAALENT     ,X ,Q,426.00,426.00,355.00,363.80,363.80,392.35,489,30237,11512929.00,
539957,MGL         ,A ,Q,1164.90,1178.60,1132.50,1140.45,1139.35,1163.75,2577,45115,51940864.00,
539963,ZEAL        ,B ,Q,63.00,64.75,62.55,64.40,64.50,62.85,31,2779,175326.00,
539978,QUESS       ,A ,Q,707.00,708.00,670.05,676.45,676.45,707.15,1307,65466,45071326.00,
539979,DIGJAMLTD   ,Z ,Q,4.30,4.30,4.00,4.29,4.25,4.10,84,113137,479019.00,
539980,ICICIMCAP   ,B ,Q,87.00,88.50,86.30,86.97,86.97,87.89,20,156,13613.00,
539982,ASYL        ,T ,Q,11.03,11.03,10.30,11.03,11.03,10.51,5,2016,21568.00,
539984,HUIL        ,XT,Q,2105.55,2105.55,1935.00,2097.75,2098.00,2005.30,73,515,1058252.00,
539986,COMSYN      ,T ,Q,109.60,112.35,106.00,111.85,112.35,107.00,84,9527,1045787.00,
539992,LLOYDSTEEL  ,B ,Q,0.98,1.00,0.96,0.97,0.97,0.97,573,1355883,1323483.00,
540005,LTI         ,A ,Q,4032.00,4095.60,3905.60,4032.45,4032.45,4027.70,2037,8378,33724586.00,
540006,EASTWEST    ,X ,Q,52.60,53.90,51.00,51.00,51.00,51.30,19,2324,121278.00,
540008,BSLSENETFG  ,B ,Q,483.43,483.43,459.30,465.24,475.00,473.95,33,87,40806.00,
540025,ADVENZYMES  ,A ,Q,377.60,393.00,372.00,375.85,375.85,372.55,2486,73486,28213541.00,
540027,PTIL        ,B ,Q,345.15,356.25,341.20,355.70,355.75,340.20,24,16507,5801923.00,
540047,DBL         ,A ,Q,540.00,547.45,517.65,522.45,522.45,536.35,2564,46702,24760038.00,
540048,SPAL        ,B ,Q,156.50,157.10,153.15,155.00,155.00,155.10,106,2169,339358.00,
540061,BIGBLOC     ,B ,Q,124.05,129.90,124.05,127.00,127.05,122.05,82,2420,307112.00,
540064,FRETAIL     ,A ,Q,78.00,78.00,76.00,76.40,76.40,77.20,2731,156343,11941033.00,
540065,RBLBANK     ,A ,Q,245.50,247.25,240.20,241.40,241.40,243.80,4898,761206,184952276.00,
540072,SHIVAEXPO   ,M ,Q,2.65,2.65,2.61,2.61,2.61,2.67,2,20000,52600.00,
540073,BLS         ,B ,Q,105.80,105.90,103.00,103.85,103.50,104.85,99,4828,502063.00,
540078,MITSU       ,T ,Q,113.50,113.50,107.00,110.00,110.10,109.60,23,51898,5554500.00,
540080,NARAYANI    ,B ,Q,20.80,20.90,19.90,20.70,20.90,20.10,438,205562,4241006.00,
540081,GOVNOW      ,B ,Q,1.10,1.11,1.10,1.11,1.11,1.15,3,1343,1490.00,
540083,TVVISION    ,B ,Q,1.82,1.99,1.81,1.99,1.99,1.90,12,12376,23589.00,
540108,TIAANC      ,X ,Q,40.70,42.95,40.20,40.35,40.35,40.70,100,73705,3032977.00,
540115,LTTS        ,A ,Q,2610.00,2612.90,2566.05,2600.90,2600.90,2581.20,836,6040,15666085.00,
540124,GNA         ,B ,Q,414.00,426.10,392.10,402.75,402.75,405.70,1538,41839,17261780.00,
540125,RADHIKAJWE  ,M ,Q,18.75,18.75,16.10,16.10,16.10,16.00,2,3200,55760.00,
540133,ICICIPRULI  ,A ,Q,495.00,497.70,485.20,487.40,487.40,491.30,5294,192809,95130582.00,
540134,IISL        ,XT,Q,4.59,4.59,4.37,4.49,4.48,4.59,36,7948,35348.00,
540135,ARCFIN      ,X ,Q,4.80,4.80,4.80,4.80,4.80,4.89,5,1016,4876.00,
540136,HPL         ,B ,Q,38.65,38.80,38.25,38.30,38.25,38.45,81,8294,319445.00,
540143,SAGARSOFT   ,X ,Q,80.50,80.50,77.00,77.80,77.80,78.25,92,5544,436101.00,
540145,VALIANTORG  ,B ,Q,1380.00,1410.30,1348.55,1353.10,1359.30,1367.15,846,8797,12111174.00,
540147,SHASHIJIT   ,T ,Q,26.00,26.00,26.00,26.00,26.00,26.20,1,25,650.00,
540150,MHEL        ,M ,Q,28.55,28.55,28.55,28.55,28.55,29.50,1,3000,85650.00,
540153,ENDURANCE   ,A ,Q,1483.70,1510.00,1468.70,1475.65,1472.50,1483.80,801,10525,15717964.00,
540154,IDFSENSEXE  ,B ,Q,536.00,539.90,534.20,534.20,534.20,536.00,4,26,13926.00,
540159,PURPLE      ,XT,Q,41.00,42.65,41.00,41.75,42.65,40.70,6,150,6225.00,
540173,PNBHOUSING  ,A ,Q,352.00,361.75,352.00,356.00,356.00,357.55,382,11094,3949805.00,
540174,SOUTHERNIN  ,XT,Q,26.25,26.25,26.20,26.25,26.25,25.00,11,1102,28888.00,
540175,REGENCY     ,X ,Q,13.88,13.89,12.71,13.78,13.78,13.37,40,26781,347976.00,
540180,VBL         ,A ,Q,909.90,918.65,905.00,912.10,912.45,906.65,1077,18354,16742040.00,
540192,LKPSEC      ,X ,Q,7.09,7.09,6.50,6.64,6.93,6.79,40,15700,106450.00,
540198,OSIAJEE     ,X ,Q,25.45,25.50,22.25,23.30,23.30,24.30,361,119088,2747171.00,
540203,SFL         ,A ,Q,2055.00,2055.00,2008.05,2012.10,2008.80,2048.45,222,746,1513885.00,
540204,NIDL        ,XT,Q,39.65,39.65,37.50,38.50,38.50,37.80,20,4650,181645.00,
540205,AVL         ,B ,Q,118.90,118.90,118.90,118.90,118.90,116.60,2,500,59450.00,
540210,TMRVL       ,B ,Q,12.34,12.34,11.79,11.91,11.91,11.89,215,7182,85089.00,
540212,TCIEXP      ,A ,Q,974.00,994.75,959.50,964.20,960.50,980.90,557,4259,4164412.00,
540222,LAURUSLABS  ,A ,Q,368.95,380.00,366.00,375.60,375.60,367.35,3993,312972,117389692.00,
540243,NEWLIGHT    ,XT,Q,21.05,21.05,20.15,20.15,20.15,21.15,9,2420,48767.00,
540253,SNTCL       ,XT,Q,2.03,2.23,2.03,2.20,2.20,2.13,14,1753,3835.00,
540254,MTPL        ,XT,Q,4.15,4.15,4.15,4.15,4.15,3.96,6,1733,7191.00,
540259,SHANGAR     ,X ,Q,16.05,18.20,16.05,17.55,17.40,17.05,27,2062,35181.00,
540268,DHANVARSHA  ,X ,Q,440.00,450.00,435.00,437.30,437.50,438.00,187,30020,13255430.00,
540293,PRICOLLTD   ,A ,Q,57.75,58.00,55.25,57.20,57.20,57.05,472,59493,3379912.00,
540311,JITFINFRA   ,T ,Q,8.89,8.93,8.10,8.33,8.10,8.51,20,8143,68624.00,
540358,RMC         ,M ,Q,13.60,16.40,13.60,16.40,16.40,16.85,3,6000,92600.00,
540360,LLFICL      ,X ,Q,60.25,61.50,55.10,61.50,61.50,60.55,55,18890,1139709.00,
540361,DANUBE      ,XT,Q,24.75,25.50,23.50,25.20,25.20,24.50,38,13373,324750.00,
540366,RADIOCITY   ,B ,Q,25.60,25.60,24.45,24.85,24.70,24.75,45,7072,175364.00,
540376,DMART       ,A ,Q,2964.90,2965.00,2916.50,2928.65,2923.95,2950.80,947,7736,22686076.00,
540385,KDLL        ,XT,Q,11.21,11.21,11.21,11.21,11.21,10.68,27,41553,465809.00,
540386,ONTIC       ,XT,Q,4.10,4.10,4.10,4.10,4.10,4.20,1,1,4.00,
540396,MANOMAY     ,M ,Q,30.95,30.95,30.95,30.95,30.95,30.90,1,16000,495200.00,
540401,MAXIMUS     ,B ,Q,129.00,129.00,122.00,125.15,123.00,127.00,28,23752,2956140.00,
540403,CLEDUCATE   ,B ,Q,66.95,70.85,66.60,70.30,69.70,65.75,172,7699,540224.00,
540416,OCTAWARE    ,M ,Q,75.00,75.00,75.00,75.00,75.00,82.00,1,8000,600000.00,
540425,SHANKARA    ,A ,Q,435.00,435.00,402.55,405.90,405.90,421.35,1787,25825,10769313.00,
540481,CLFL        ,X ,Q,12.10,12.10,12.10,12.10,12.10,12.34,2,51,617.00,
540497,SCHAND      ,B ,Q,65.85,69.90,64.05,69.20,69.20,65.40,1237,98837,6513110.00,
540519,MEERA       ,M ,Q,78.05,81.95,76.50,77.05,77.05,78.05,34,62400,4932900.00,
540526,IRBINVIT    ,IF,Q,49.90,49.90,49.45,49.51,49.53,49.40,15,47500,2353225.00,
540530,HUDCO       ,A ,Q,46.70,46.75,44.55,44.70,44.70,46.60,2842,512270,23291327.00,
540544,PSPPROJECT  ,A ,Q,478.55,480.00,472.00,474.75,474.00,475.75,427,43157,20488247.00,
540545,BGJL        ,B ,Q,72.30,73.25,72.30,73.20,73.25,72.30,1553,200154,14572926.00,
540552,AXISAEGPG   ,B ,Q,14.15,14.15,13.40,13.71,13.71,14.09,10,4558,62580.00,
540565,INDIGRID    ,IF,Q,136.10,137.10,136.10,137.10,137.10,136.10,3,5103,697001.00,
540570,VARIMAN     ,X ,Q,14.90,14.90,14.85,14.90,14.90,14.90,19,20476,305067.00,
540575,STARCEMENT  ,A ,Q,99.00,99.00,95.50,95.90,95.90,96.60,144,9417,908591.00,
540590,RIDDHICORP  ,T ,Q,166.25,166.25,166.00,166.10,166.00,166.00,4,723,120098.00,
540595,TEJASNET    ,A ,Q,172.65,173.90,165.85,170.20,171.80,171.80,865,56237,9601010.00,
540596,ERIS        ,A ,Q,587.00,590.05,573.00,577.75,573.00,583.60,152,2810,1632498.00,
540602,GTPL        ,B ,Q,131.00,134.35,131.00,133.30,133.05,131.55,79,3737,497992.00,
540611,AUBANK      ,A ,Q,1122.00,1125.00,1055.75,1101.25,1100.85,1123.95,3142,53773,58506835.00,
540612,ICICILOVOL  ,B ,Q,120.00,120.99,118.80,118.80,118.80,119.39,22,208,25039.00,
540614,GGENG       ,B ,Q,123.00,125.50,120.20,123.10,124.50,121.85,598,58647,7218285.00,
540615,7NR         ,B ,Q,6.99,7.33,6.72,7.12,7.12,6.99,110,15860,114309.00,
540621,BHAGYAPROP  ,B ,Q,27.00,28.15,26.70,27.90,27.70,26.20,34,2510,68184.00,
540642,SALASAR     ,B ,Q,365.50,372.25,362.25,371.65,372.00,365.55,279,4068,1499414.00,
540647,GANGESSEC   ,B ,Q,74.95,74.95,64.60,67.60,67.00,68.15,38,686,46550.00,
540648,PALASHSEC   ,B ,Q,44.50,49.25,43.35,49.25,49.25,48.15,10,124,5591.00,
540649,AVADHSUGAR  ,B ,Q,185.00,186.50,182.25,182.90,183.00,182.60,87,2040,376836.00,
540650,MAGADHSUGAR ,B ,Q,108.35,109.55,106.70,106.80,107.50,107.90,40,311,33326.00,
540651,JIGAR       ,M ,Q,36.00,36.95,36.00,36.25,36.25,33.60,3,12000,436800.00,
540652,CTCL        ,M ,Q,21.00,21.00,21.00,21.00,21.00,21.00,1,6000,126000.00,
540653,SINTEXPLAST ,B ,Q,3.01,3.20,3.01,3.10,3.10,3.14,428,320975,1000226.00,
540654,GSTL        ,B ,Q,62.00,64.95,61.50,63.25,63.25,62.30,92,13898,868518.00,
540669,UTINEXT50   ,B ,Q,355.00,362.70,353.01,356.11,355.16,363.90,12,52,18536.00,
540673,SIS         ,A ,Q,423.00,433.00,419.25,431.50,431.50,418.25,3009,60841,26045968.00,
540678,COCHINSHIP  ,A ,Q,351.00,355.80,348.35,350.05,351.20,351.60,1430,28782,10138028.00,
540679,SMSLIFE     ,B ,Q,595.00,611.10,586.95,595.00,595.00,604.95,46,444,264029.00,
540680,KIOCL       ,B ,Q,143.95,144.60,138.60,140.95,142.40,143.00,172,5580,793050.00,
540686,SMRUTHIORG  ,X ,Q,549.90,555.80,549.90,551.00,551.00,529.35,78,4063,2251221.00,
540691,ABCAPITAL   ,A ,Q,89.95,89.95,88.15,88.65,88.65,89.10,1098,131635,11714474.00,
540692,APEX        ,A ,Q,254.00,264.50,254.00,260.35,261.15,259.50,962,24664,6421517.00,
540696,KCDGROUP    ,XT,Q,30.00,30.00,30.00,30.00,30.00,30.00,1,11,330.00,
540697,AMFL        ,X ,Q,2.00,2.04,2.00,2.03,2.03,1.95,73,51097,103590.00,
540699,DIXON       ,A ,Q,19770.00,19770.00,18345.55,18666.30,18666.30,19446.65,7368,14667,275887310.00,
540700,BRNL        ,B ,Q,32.35,33.80,32.35,33.10,33.10,32.95,94,6107,203663.00,
540701,DCAL        ,A ,Q,120.00,127.30,120.00,123.40,123.80,127.10,1777,102058,12634536.00,
540702,LASA        ,B ,Q,74.20,76.00,73.60,74.30,74.30,74.45,387,41817,3134619.00,
540704,MATRIMONY   ,B ,Q,912.90,940.00,893.60,906.65,903.25,906.90,557,2745,2505507.00,
540709,RELHOME     ,B ,Q,2.30,2.30,2.19,2.22,2.22,2.26,414,524924,1167833.00,
540710,CAPACITE    ,B ,Q,191.00,221.00,186.90,211.95,211.95,196.85,3423,82595,17336338.00,
540716,ICICIGI     ,A ,Q,1508.00,1509.05,1488.45,1496.50,1496.50,1496.80,848,7925,11858972.00,
540719,SBILIFE     ,A ,Q,913.00,913.25,894.00,896.40,898.50,906.55,1589,37656,34059911.00,
540724,DIAMONDYD   ,A ,Q,651.20,674.70,651.20,665.25,669.90,663.85,47,191,127115.00,
540725,SISL        ,B ,Q,214.35,216.10,207.00,211.30,214.00,215.30,164,2402,512830.00,
540726,TTFL        ,B ,Q,24.05,24.95,23.85,24.75,24.75,24.70,15,868,20926.00,
540728,SAYAJIIND   ,X ,Q,146.00,146.00,142.50,142.50,142.50,150.00,17,1314,189209.00,
540729,VANTABIO    ,M ,Q,149.00,156.00,130.80,148.00,148.00,130.00,15,14250,2061637.00,
540730,MEHAI       ,T ,Q,61.70,61.70,61.70,61.70,61.70,60.50,20,5297,326824.00,
540737,SGRL        ,B ,Q,167.00,188.00,167.00,183.40,187.00,178.85,62,3342,603822.00,
540738,STL         ,M ,Q,45.00,45.00,45.00,45.00,45.00,42.00,1,3000,135000.00,
540743,GODREJAGRO  ,A ,Q,503.45,505.15,500.10,501.30,501.10,502.35,434,7366,3698583.00,
540744,MESCON      ,Z ,Q,8.88,8.88,8.88,8.88,8.88,9.06,47,10006,88853.00,
540749,MASFIN      ,A ,Q,860.00,860.00,843.00,846.35,843.20,858.00,336,1996,1694131.00,
540750,IEX         ,A ,Q,301.50,311.15,290.00,297.55,297.55,300.70,8535,494076,149539990.00,
540755,GICRE       ,A ,Q,142.50,145.10,141.90,142.50,142.50,137.85,2035,132264,18931246.00,
540757,SCPL        ,M ,Q,182.75,182.75,178.00,178.00,178.00,180.00,2,1600,288600.00,
540762,TIINDIA     ,A ,Q,963.00,977.80,921.65,949.35,956.45,946.30,1326,13746,12988583.00,
540767,NAM-INDIA   ,A ,Q,327.15,333.50,324.05,325.60,325.25,327.70,641,29988,9859948.00,
540768,MAHLOG      ,A ,Q,497.55,499.20,485.50,487.00,485.70,494.70,68,739,365490.00,
540769,NIACL       ,A ,Q,133.50,139.00,133.50,137.15,137.15,132.60,2092,74346,10161317.00,
540774,IFGLEXPOR   ,B ,Q,251.25,252.05,242.00,244.65,243.80,250.45,214,5715,1409355.00,
540775,KHADIM      ,B ,Q,138.55,139.55,133.10,134.10,133.35,139.65,579,18585,2536514.00,
540776,5PAISA      ,B ,Q,253.20,258.00,251.60,253.55,253.55,251.90,105,3573,908867.00,
540777,HDFCLIFE    ,A ,Q,714.00,720.00,709.00,711.10,711.10,713.60,1911,61149,43744629.00,
540786,SHARIKA     ,M ,Q,36.75,36.75,36.75,36.75,36.75,31.35,1,48000,1764000.00,
540787,ICICIB22    ,B ,Q,36.42,36.42,36.02,36.18,36.18,36.43,434,119467,4323038.00,
540789,DNAMEDIA    ,B ,Q,0.74,0.77,0.74,0.74,0.74,0.70,27,29588,22556.00,
540795,DYNAMIC     ,B ,Q,30.40,30.40,28.80,29.65,29.00,29.90,35,4403,130197.00,
540797,SHALBY      ,B ,Q,109.40,111.15,108.50,108.90,108.50,109.40,305,15790,1729619.00,
540798,FSC         ,A ,Q,101.85,101.85,97.00,98.05,98.05,100.95,434,21982,2183692.00,
540821,SADHNA      ,X ,Q,10.37,10.37,10.37,10.37,10.37,9.90,2,54,559.00,
540824,ASTRON      ,B ,Q,44.40,44.55,42.95,43.10,43.10,43.40,157,10469,456076.00,
540829,CHANDRIMA   ,XT,Q,4.60,4.60,4.60,4.60,4.60,4.69,27,6049,27825.00,
540843,RITHWIKFMS  ,M ,Q,42.00,42.00,42.00,42.00,42.00,40.00,1,3000,126000.00,
540850,JFL         ,MT,Q,6.20,6.20,6.20,6.20,6.20,6.50,1,2000,12400.00,
540861,IPRU3018    ,B ,Q,11.35,11.39,11.20,11.39,11.39,11.25,8,43500,489825.00,
540879,APOLLO      ,B ,Q,118.50,118.95,116.90,117.60,117.45,115.70,213,11869,1400770.00,
540900,NEWGEN      ,A ,Q,286.00,292.00,282.55,283.90,283.70,286.55,309,6084,1747401.00,
540901,PRAXIS      ,T ,Q,48.95,48.95,46.15,48.70,48.95,47.55,19,1941,94272.00,
540902,AMBER       ,A ,Q,3160.00,3317.30,3127.50,3182.20,3180.65,3142.05,2827,21437,69179292.00,
540904,TIRUFOAM    ,X ,Q,67.30,67.30,67.30,67.30,67.30,66.00,1,1,67.00,
540935,GALAXYSURF  ,A ,Q,2228.90,2232.70,2170.25,2175.10,2177.00,2228.95,754,2766,6075435.00,
540936,GGL         ,T ,Q,44.50,44.50,42.50,44.45,44.50,42.45,15,1286,57081.00,
540937,MEDICO      ,M ,Q,87.00,93.00,87.00,93.00,93.00,89.00,2,2400,216000.00,
540938,GUJHYSPIN   ,M ,Q,8.10,8.10,8.10,8.10,8.10,7.95,1,10000,81000.00,
540954,IWP         ,X ,Q,37.95,37.95,33.25,35.15,35.15,35.85,159,16058,565468.00,
540955,TDSL        ,B ,Q,26.00,29.95,26.00,27.90,27.90,25.85,212,62650,1771161.00,
540961,SHIVAMILLS  ,T ,Q,35.65,37.95,35.65,37.90,37.90,37.20,10,905,32972.00,
540975,ASTERDM     ,A ,Q,149.10,151.35,148.20,148.80,148.55,148.45,140,5794,865279.00,
540980,YSL         ,XT,Q,11700.00,11700.00,11499.00,11499.00,11499.00,11680.00,2,2,23199.00,
540981,KTKIND4RG   ,B ,Q,14.00,15.10,14.00,15.10,15.10,15.04,4,11005,155175.00,
541005,KANCOTEA    ,X ,Q,55.90,55.90,52.10,52.10,52.10,54.80,30,3691,199134.00,
541019,HGINFRA     ,A ,Q,309.00,323.25,302.75,312.80,316.35,307.70,830,19396,6118412.00,
541071,AXISCBGPG   ,B ,Q,13.00,13.00,13.00,13.00,13.00,11.93,9,165,2145.00,
541083,INFLAME     ,M ,Q,156.00,156.00,155.85,155.85,155.85,159.00,2,2000,311850.00,
541092,ABSLRIF6RG  ,B ,Q,8.10,8.25,8.01,8.18,8.15,8.08,19,30020,244227.00,
541096,BPLPHARMA   ,XT,Q,356.25,367.40,348.50,357.30,357.05,365.75,135,3090,1103127.00,
541097,LIQUIDETF   ,F ,Q,1000.00,1000.00,1000.00,1000.00,1000.00,1000.00,15,4147,4147000.00,
541143,BDL         ,A ,Q,343.25,379.80,341.50,353.85,353.85,341.25,8350,356115,129573126.00,
541153,BANDHANBNK  ,A ,Q,333.40,341.95,333.10,337.45,337.45,332.60,5050,337372,114058106.00,
541154,HAL         ,A ,Q,995.70,1048.30,995.70,1025.85,1025.85,994.15,4050,76312,78125464.00,
541161,KARDA       ,B ,Q,106.10,106.10,104.00,104.30,104.25,105.25,269,11383,1202298.00,
